ids,recommendations,pictures,id
"[9260, 40716, 33161, 13469, 34798, 43439, 18753, 35968, 36286, 38414]","['Kizumonogatari Part 1: Iron-Blooded', 'Kakushigoto', 'My Teen Romantic Comedy SNAFU TOO! OVA', 'Hyouka: What Should Be Had', 'Laid-Back Camp', 'Shadows House', 'My Teen Romantic Comedy SNAFU OVA', 'Wotakoi: Love is Hard for Otaku', 'Re:ZERO -Starting Life in Another World- Memory Snow', 'Re:ZERO -Starting Life in Another World- The Frozen Bond']","['https://cdn.myanimelist.net/images/anime/1783/112810l.jpg', 'https://cdn.myanimelist.net/images/anime/1048/128385l.jpg', 'https://cdn.myanimelist.net/images/anime/13/84052l.jpg', 'https://cdn.myanimelist.net/images/anime/6/50363l.jpg', 'https://cdn.myanimelist.net/images/anime/4/89877l.jpg', 'https://cdn.myanimelist.net/images/anime/1424/113342l.jpg', 'https://cdn.myanimelist.net/images/anime/9/54831l.jpg', 'https://cdn.myanimelist.net/images/anime/1864/93518l.jpg', 'https://cdn.myanimelist.net/images/anime/1081/95707l.jpg', 'https://cdn.myanimelist.net/images/anime/1238/104023l.jpg']",32268
"[8074, 6547, 1535, 9919, 30276, 37349, 37999, 38000, 31043, 11617]","['High School of the Dead', 'Angel Beats!', 'Death Note', 'Blue Exorcist', 'One Punch Man', 'Goblin Slayer', 'Kaguya-sama: Love is War', 'Demon Slayer: Kimetsu no Yaiba', 'ERASED', 'High School DxD']","['https://cdn.myanimelist.net/images/anime/11/78311l.jpg', 'https://cdn.myanimelist.net/images/anime/1244/111115l.jpg', 'https://cdn.myanimelist.net/images/anime/1079/138100l.jpg', 'https://cdn.myanimelist.net/images/anime/10/75195l.jpg', 'https://cdn.myanimelist.net/images/anime/12/76049l.jpg', 'https://cdn.myanimelist.net/images/anime/1719/95621l.jpg', 'https://cdn.myanimelist.net/images/anime/1295/106551l.jpg', 'https://cdn.myanimelist.net/images/anime/1286/99889l.jpg', 'https://cdn.myanimelist.net/images/anime/10/77957l.jpg', 'https://cdn.myanimelist.net/images/anime/1331/111940l.jpg']",32271
"[32281, 38826, 28851, 32547, 39741, 50265, 36098, 28805, 40787, 48561]","['Your Name.', 'Weathering with You', 'A Silent Voice', 'Non Non Biyori Repeat: Hotaru Had Fun', 'Violet Evergarden: Eternity and the Auto Memory Doll', 'Spy x Family', 'I Want To Eat Your Pancreas', 'The Boy and the Beast', 'Josee, the Tiger and the Fish', 'Jujutsu Kaisen 0']","['https://cdn.myanimelist.net/images/anime/5/87048l.jpg', 'https://cdn.myanimelist.net/images/anime/1880/101146l.jpg', 'https://cdn.myanimelist.net/images/anime/1122/96435l.jpg', 'https://cdn.myanimelist.net/images/anime/13/78136l.jpg', 'https://cdn.myanimelist.net/images/anime/1667/112943l.jpg', 'https://cdn.myanimelist.net/images/anime/1441/122795l.jpg', 'https://cdn.myanimelist.net/images/anime/1768/93291l.jpg', 'https://cdn.myanimelist.net/images/anime/11/73540l.jpg', 'https://cdn.myanimelist.net/images/anime/1714/108892l.jpg', 'https://cdn.myanimelist.net/images/anime/1121/119044l.jpg']",32281
"[28171, 31327, 36962, 34636, 20583, 38691, 33071, 36470, 18179, 50265]","['Food Wars! Shokugeki no Soma', 'Food Wars! OVA', ""Food Wars! The Third Plate OVA - Erina's New Life"", 'Welcome to the Ballroom', 'Haikyu!!', 'Dr. Stone', 'Bungo Stray Dogs 2 - Walking Alone', 'Tada Never Falls in Love', 'Yowamushi Pedal', 'Spy x Family']","['https://cdn.myanimelist.net/images/anime/3/72943l.jpg', 'https://cdn.myanimelist.net/images/anime/1622/96638l.jpg', 'https://cdn.myanimelist.net/images/anime/1449/97894l.jpg', 'https://cdn.myanimelist.net/images/anime/5/86739l.jpg', 'https://cdn.myanimelist.net/images/anime/7/76014l.jpg', 'https://cdn.myanimelist.net/images/anime/1613/102576l.jpg', 'https://cdn.myanimelist.net/images/anime/9/87340l.jpg', 'https://cdn.myanimelist.net/images/anime/1446/91841l.jpg', 'https://cdn.myanimelist.net/images/anime/5/53211l.jpg', 'https://cdn.myanimelist.net/images/anime/1441/122795l.jpg']",32282
"[1, 34104, 34148, 34161, 34176, 34177, 34209, 34213, 34102, 34257]","['Cowboy Bebop', ""Knight's & Magic"", 'Nyanko Days', 'Overlord: The Undead King', 'Grimoire of Zero', ""Angel's 3Piece!"", 'Meiji Tokyo Renka', 'Tawawa on Monday', 'Sagrada Reset', 'THE IDOLM@STER CINDERELLA GIRLS Theater']","['https://cdn.myanimelist.net/images/anime/4/19644l.jpg', 'https://cdn.myanimelist.net/images/anime/1472/93813l.jpg', 'https://cdn.myanimelist.net/images/anime/10/83933l.jpg', 'https://cdn.myanimelist.net/images/anime/12/87759l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85224l.jpg', 'https://cdn.myanimelist.net/images/anime/8/86831l.jpg', 'https://cdn.myanimelist.net/images/anime/1205/96175l.jpg', 'https://cdn.myanimelist.net/images/anime/13/83576l.jpg', 'https://cdn.myanimelist.net/images/anime/5/87743l.jpg', 'https://cdn.myanimelist.net/images/anime/10/89786l.jpg']",32287
"[1, 34104, 34148, 34161, 34176, 34177, 34209, 34213, 34102, 34257]","['Cowboy Bebop', ""Knight's & Magic"", 'Nyanko Days', 'Overlord: The Undead King', 'Grimoire of Zero', ""Angel's 3Piece!"", 'Meiji Tokyo Renka', 'Tawawa on Monday', 'Sagrada Reset', 'THE IDOLM@STER CINDERELLA GIRLS Theater']","['https://cdn.myanimelist.net/images/anime/4/19644l.jpg', 'https://cdn.myanimelist.net/images/anime/1472/93813l.jpg', 'https://cdn.myanimelist.net/images/anime/10/83933l.jpg', 'https://cdn.myanimelist.net/images/anime/12/87759l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85224l.jpg', 'https://cdn.myanimelist.net/images/anime/8/86831l.jpg', 'https://cdn.myanimelist.net/images/anime/1205/96175l.jpg', 'https://cdn.myanimelist.net/images/anime/13/83576l.jpg', 'https://cdn.myanimelist.net/images/anime/5/87743l.jpg', 'https://cdn.myanimelist.net/images/anime/10/89786l.jpg']",32313
"[32323, 1, 34104, 34148, 34161, 34176, 34177, 34209, 34213, 34257]","[""Cupid's Chocolate"", 'Cowboy Bebop', ""Knight's & Magic"", 'Nyanko Days', 'Overlord: The Undead King', 'Grimoire of Zero', ""Angel's 3Piece!"", 'Meiji Tokyo Renka', 'Tawawa on Monday', 'THE IDOLM@STER CINDERELLA GIRLS Theater']","['https://cdn.myanimelist.net/images/anime/6/78011l.jpg', 'https://cdn.myanimelist.net/images/anime/4/19644l.jpg', 'https://cdn.myanimelist.net/images/anime/1472/93813l.jpg', 'https://cdn.myanimelist.net/images/anime/10/83933l.jpg', 'https://cdn.myanimelist.net/images/anime/12/87759l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85224l.jpg', 'https://cdn.myanimelist.net/images/anime/8/86831l.jpg', 'https://cdn.myanimelist.net/images/anime/1205/96175l.jpg', 'https://cdn.myanimelist.net/images/anime/13/83576l.jpg', 'https://cdn.myanimelist.net/images/anime/10/89786l.jpg']",32323
"[5114, 38101, 27775, 32360, 14813, 32281, 14741, 26243, 32182, 22147]","['Fullmetal Alchemist: Brotherhood', 'The Quintessential Quintuplets', 'Plastic Memories', 'Qualidea Code', 'My Teen Romantic Comedy SNAFU', 'Your Name.', 'Love, Chunibyo & Other Delusions!', 'Seraph of the End: Vampire Reign', 'Mob Psycho 100', 'Amagi Brilliant Park']","['https://cdn.myanimelist.net/images/anime/1208/94745l.jpg', 'https://cdn.myanimelist.net/images/anime/1819/97947l.jpg', 'https://cdn.myanimelist.net/images/anime/4/72750l.jpg', 'https://cdn.myanimelist.net/images/anime/6/80823l.jpg', 'https://cdn.myanimelist.net/images/anime/1786/120117l.jpg', 'https://cdn.myanimelist.net/images/anime/5/87048l.jpg', 'https://cdn.myanimelist.net/images/anime/12/46931l.jpg', 'https://cdn.myanimelist.net/images/anime/5/73474l.jpg', 'https://cdn.myanimelist.net/images/anime/8/80356l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85435l.jpg']",32360
"[32366, 15335, 7472, 918, 20583, 15809, 37105, 22535, 11843, 34599]","['Gintama: Love Incense Arc', 'Gintama: The Movie: The Final Chapter: Be Forever Yorozuya', 'Gintama: The Movie', 'Gintama', 'Haikyu!!', 'The Devil is a Part-Timer!', 'Grand Blue Dreaming', 'Parasyte: The Maxim', 'Daily Lives of High School Boys', 'Made in Abyss']","['https://cdn.myanimelist.net/images/anime/1962/133573l.jpg', 'https://cdn.myanimelist.net/images/anime/10/51723l.jpg', 'https://cdn.myanimelist.net/images/anime/4/28803l.jpg', 'https://cdn.myanimelist.net/images/anime/10/73274l.jpg', 'https://cdn.myanimelist.net/images/anime/7/76014l.jpg', 'https://cdn.myanimelist.net/images/anime/3/50177l.jpg', 'https://cdn.myanimelist.net/images/anime/1302/94882l.jpg', 'https://cdn.myanimelist.net/images/anime/3/73178l.jpg', 'https://cdn.myanimelist.net/images/anime/3/33257l.jpg', 'https://cdn.myanimelist.net/images/anime/6/86733l.jpg']",32366
"[1482, 20507, 28623, 9919, 31478, 25013, 2025, 38671, 37520, 20583]","['D.Gray-man', 'Noragami', 'Kabaneri of the Iron Fortress', 'Blue Exorcist', 'Bungo Stray Dogs', 'Yona of the Dawn', 'Darker than Black', 'Fire Force', 'Dororo', 'Haikyu!!']","['https://cdn.myanimelist.net/images/anime/13/75194l.jpg', 'https://cdn.myanimelist.net/images/anime/1886/128266l.jpg', 'https://cdn.myanimelist.net/images/anime/12/79164l.jpg', 'https://cdn.myanimelist.net/images/anime/10/75195l.jpg', 'https://cdn.myanimelist.net/images/anime/3/79409l.jpg', 'https://cdn.myanimelist.net/images/anime/9/64225l.jpg', 'https://cdn.myanimelist.net/images/anime/5/19570l.jpg', 'https://cdn.myanimelist.net/images/anime/1664/103275l.jpg', 'https://cdn.myanimelist.net/images/anime/1879/100467l.jpg', 'https://cdn.myanimelist.net/images/anime/7/76014l.jpg']",32370
"[38656, 37984, 32951, 41380, 48760, 30544, 11759, 33475, 37210, 34497]","[""Darwin's Game"", ""So I'm a Spider, So What?"", 'Akashic Records of Bastard Magic Instructor', ""I'm Standing on a Million Lives"", 'Skeleton Knight in Another World', 'The Asterisk War', 'Accel World', ""Armed Girl's Machiavellism"", 'How Not to Summon a Demon Lord', 'Death March to the Parallel World Rhapsody']","['https://cdn.myanimelist.net/images/anime/1016/107222l.jpg', 'https://cdn.myanimelist.net/images/anime/1593/113724l.jpg', 'https://cdn.myanimelist.net/images/anime/8/85593l.jpg', 'https://cdn.myanimelist.net/images/anime/1506/117717l.jpg', 'https://cdn.myanimelist.net/images/anime/1361/120706l.jpg', 'https://cdn.myanimelist.net/images/anime/5/76034l.jpg', 'https://cdn.myanimelist.net/images/anime/1002/135430l.jpg', 'https://cdn.myanimelist.net/images/anime/3/83995l.jpg', 'https://cdn.myanimelist.net/images/anime/1649/93412l.jpg', 'https://cdn.myanimelist.net/images/anime/4/88911l.jpg']",32379
"[32380, 34626, 30831, 39819, 42519, 33161, 24227, 51958, 54790, 33731]","[""KonoSuba: God's Blessing on This Wonderful World! - God's Blessing on This Wonderful Choker!"", ""KonoSuba: God's Blessing on This Wonderful World! 2 - God's Blessing on This Wonderful Art!"", ""KonoSuba: God's Blessing on This Wonderful World!"", 'Bokutachi wa Benkyou ga Dekinai: Nagisa ni Usemono Arite Senjin wa Enzen to [X] Suru', 'Bokutachi wa Benkyou ga Dekinai! Chapel no Kane wa [X] wo Shukufuku Suru', 'My Teen Romantic Comedy SNAFU TOO! OVA', 'Nisekoi OVA', 'KonoSuba: An Explosion on This Wonderful World!', 'Undead Murder Farce', 'Gabriel DropOut']","['https://cdn.myanimelist.net/images/anime/1649/98516l.jpg', 'https://cdn.myanimelist.net/images/anime/1115/98517l.jpg', 'https://cdn.myanimelist.net/images/anime/8/77831l.jpg', 'https://cdn.myanimelist.net/images/anime/1530/102782l.jpg', 'https://cdn.myanimelist.net/images/anime/1917/108615l.jpg', 'https://cdn.myanimelist.net/images/anime/13/84052l.jpg', 'https://cdn.myanimelist.net/images/anime/2/71754l.jpg', 'https://cdn.myanimelist.net/images/anime/1626/135844l.jpg', 'https://cdn.myanimelist.net/images/anime/1946/136661l.jpg', 'https://cdn.myanimelist.net/images/anime/9/82590l.jpg']",32380
"[34497, 6880, 38790, 35790, 48760, 14345, 33731, 34881, 32281, 42897]","['Death March to the Parallel World Rhapsody', 'Deadman Wonderland', ""BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense."", 'The Rising of the Shield Hero', 'Skeleton Knight in Another World', 'BTOOOM!', 'Gabriel DropOut', 'AHO-GIRL', 'Your Name.', 'Horimiya']","['https://cdn.myanimelist.net/images/anime/4/88911l.jpg', 'https://cdn.myanimelist.net/images/anime/9/75299l.jpg', 'https://cdn.myanimelist.net/images/anime/1579/113812l.jpg', 'https://cdn.myanimelist.net/images/anime/1490/101365l.jpg', 'https://cdn.myanimelist.net/images/anime/1361/120706l.jpg', 'https://cdn.myanimelist.net/images/anime/4/40977l.jpg', 'https://cdn.myanimelist.net/images/anime/9/82590l.jpg', 'https://cdn.myanimelist.net/images/anime/7/86665l.jpg', 'https://cdn.myanimelist.net/images/anime/5/87048l.jpg', 'https://cdn.myanimelist.net/images/anime/1695/111486l.jpg']",32407
"[32438, 26243, 28623, 28121, 9919, 38671, 11759, 22199, 28999, 35507]","['The Lost Village', 'Seraph of the End: Vampire Reign', 'Kabaneri of the Iron Fortress', 'Is It Wrong to Try to Pick Up Girls in a Dungeon?', 'Blue Exorcist', 'Fire Force', 'Accel World', 'Akame ga Kill!', 'Charlotte', 'Classroom of the Elite']","['https://cdn.myanimelist.net/images/anime/4/79413l.jpg', 'https://cdn.myanimelist.net/images/anime/5/73474l.jpg', 'https://cdn.myanimelist.net/images/anime/12/79164l.jpg', 'https://cdn.myanimelist.net/images/anime/2/70187l.jpg', 'https://cdn.myanimelist.net/images/anime/10/75195l.jpg', 'https://cdn.myanimelist.net/images/anime/1664/103275l.jpg', 'https://cdn.myanimelist.net/images/anime/1002/135430l.jpg', 'https://cdn.myanimelist.net/images/anime/1429/95946l.jpg', 'https://cdn.myanimelist.net/images/anime/12/74683l.jpg', 'https://cdn.myanimelist.net/images/anime/5/86830l.jpg']",32438
"[1, 34104, 34148, 34161, 34176, 34177, 34209, 34213, 34102, 34257]","['Cowboy Bebop', ""Knight's & Magic"", 'Nyanko Days', 'Overlord: The Undead King', 'Grimoire of Zero', ""Angel's 3Piece!"", 'Meiji Tokyo Renka', 'Tawawa on Monday', 'Sagrada Reset', 'THE IDOLM@STER CINDERELLA GIRLS Theater']","['https://cdn.myanimelist.net/images/anime/4/19644l.jpg', 'https://cdn.myanimelist.net/images/anime/1472/93813l.jpg', 'https://cdn.myanimelist.net/images/anime/10/83933l.jpg', 'https://cdn.myanimelist.net/images/anime/12/87759l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85224l.jpg', 'https://cdn.myanimelist.net/images/anime/8/86831l.jpg', 'https://cdn.myanimelist.net/images/anime/1205/96175l.jpg', 'https://cdn.myanimelist.net/images/anime/13/83576l.jpg', 'https://cdn.myanimelist.net/images/anime/5/87743l.jpg', 'https://cdn.myanimelist.net/images/anime/10/89786l.jpg']",32455
"[1, 34104, 34148, 34161, 34176, 34177, 34209, 34213, 34102, 34257]","['Cowboy Bebop', ""Knight's & Magic"", 'Nyanko Days', 'Overlord: The Undead King', 'Grimoire of Zero', ""Angel's 3Piece!"", 'Meiji Tokyo Renka', 'Tawawa on Monday', 'Sagrada Reset', 'THE IDOLM@STER CINDERELLA GIRLS Theater']","['https://cdn.myanimelist.net/images/anime/4/19644l.jpg', 'https://cdn.myanimelist.net/images/anime/1472/93813l.jpg', 'https://cdn.myanimelist.net/images/anime/10/83933l.jpg', 'https://cdn.myanimelist.net/images/anime/12/87759l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85224l.jpg', 'https://cdn.myanimelist.net/images/anime/8/86831l.jpg', 'https://cdn.myanimelist.net/images/anime/1205/96175l.jpg', 'https://cdn.myanimelist.net/images/anime/13/83576l.jpg', 'https://cdn.myanimelist.net/images/anime/5/87743l.jpg', 'https://cdn.myanimelist.net/images/anime/10/89786l.jpg']",32483
"[43609, 34626, 25781, 38186, 32380, 31704, 20767, 18397, 49220, 50380]","['Kaguya-sama: Love is War OVA', ""KonoSuba: God's Blessing on This Wonderful World! 2 - God's Blessing on This Wonderful Art!"", 'Attack on Titan: No Regrets', 'We Never Learn: BOKUBEN', ""KonoSuba: God's Blessing on This Wonderful World! - God's Blessing on This Wonderful Choker!"", 'One Punch Man: Road to Hero', 'Noragami OVA', 'Attack on Titan OAD', 'Uncle from Another World', 'Ya Boy Kongming!']","['https://cdn.myanimelist.net/images/anime/1027/115055l.jpg', 'https://cdn.myanimelist.net/images/anime/1115/98517l.jpg', 'https://cdn.myanimelist.net/images/anime/8/69497l.jpg', 'https://cdn.myanimelist.net/images/anime/1602/100510l.jpg', 'https://cdn.myanimelist.net/images/anime/1649/98516l.jpg', 'https://cdn.myanimelist.net/images/anime/1802/124744l.jpg', 'https://cdn.myanimelist.net/images/anime/7/77177l.jpg', 'https://cdn.myanimelist.net/images/anime/9/59221l.jpg', 'https://cdn.myanimelist.net/images/anime/1743/125204l.jpg', 'https://cdn.myanimelist.net/images/anime/1970/122297l.jpg']",32485
"[32491, 12355, 15809, 28223, 1004, 37779, 30015, 37141, 20507, 23289]","['She and Her Cat: Everything Flows', 'Wolf Children', 'The Devil is a Part-Timer!', 'Death Parade', 'She and Her Cat: Their Standing Points', 'The Promised Neverland', 'ReLIFE', 'Cells at Work!', 'Noragami', ""Monthly Girls' Nozaki-kun""]","['https://cdn.myanimelist.net/images/anime/9/79716l.jpg', 'https://cdn.myanimelist.net/images/anime/9/35721l.jpg', 'https://cdn.myanimelist.net/images/anime/3/50177l.jpg', 'https://cdn.myanimelist.net/images/anime/5/71553l.jpg', 'https://cdn.myanimelist.net/images/anime/11/73498l.jpg', 'https://cdn.myanimelist.net/images/anime/1830/118780l.jpg', 'https://cdn.myanimelist.net/images/anime/3/82149l.jpg', 'https://cdn.myanimelist.net/images/anime/1141/117446l.jpg', 'https://cdn.myanimelist.net/images/anime/1886/128266l.jpg', 'https://cdn.myanimelist.net/images/anime/5/66083l.jpg']",32491
"[31478, 6547, 1535, 31043, 44511, 9919, 38000, 32494, 28999, 30276]","['Bungo Stray Dogs', 'Angel Beats!', 'Death Note', 'ERASED', 'Chainsaw Man', 'Blue Exorcist', 'Demon Slayer: Kimetsu no Yaiba', 'Days', 'Charlotte', 'One Punch Man']","['https://cdn.myanimelist.net/images/anime/3/79409l.jpg', 'https://cdn.myanimelist.net/images/anime/1244/111115l.jpg', 'https://cdn.myanimelist.net/images/anime/1079/138100l.jpg', 'https://cdn.myanimelist.net/images/anime/10/77957l.jpg', 'https://cdn.myanimelist.net/images/anime/1806/126216l.jpg', 'https://cdn.myanimelist.net/images/anime/10/75195l.jpg', 'https://cdn.myanimelist.net/images/anime/1286/99889l.jpg', 'https://cdn.myanimelist.net/images/anime/11/88507l.jpg', 'https://cdn.myanimelist.net/images/anime/12/74683l.jpg', 'https://cdn.myanimelist.net/images/anime/12/76049l.jpg']",32494
"[2167, 28851, 38671, 28825, 199, 23289, 48483, 40879, 38691, 38000]","['Clannad', 'A Silent Voice', 'Fire Force', 'Himouto! Umaru-chan', 'Spirited Away', ""Monthly Girls' Nozaki-kun"", 'Mieruko-chan', 'Love Live! Nijigasaki High School Idol Club', 'Dr. Stone', 'Demon Slayer: Kimetsu no Yaiba']","['https://cdn.myanimelist.net/images/anime/1804/95033l.jpg', 'https://cdn.myanimelist.net/images/anime/1122/96435l.jpg', 'https://cdn.myanimelist.net/images/anime/1664/103275l.jpg', 'https://cdn.myanimelist.net/images/anime/12/75086l.jpg', 'https://cdn.myanimelist.net/images/anime/6/79597l.jpg', 'https://cdn.myanimelist.net/images/anime/5/66083l.jpg', 'https://cdn.myanimelist.net/images/anime/1277/117155l.jpg', 'https://cdn.myanimelist.net/images/anime/1393/109203l.jpg', 'https://cdn.myanimelist.net/images/anime/1613/102576l.jpg', 'https://cdn.myanimelist.net/images/anime/1286/99889l.jpg']",32526
"[32542, 15335, 34636, 50380, 33255, 33988, 39651, 33071, 12477, 40716]","[""Haven't You Heard? I'm Sakamoto"", 'Gintama: The Movie: The Final Chapter: Be Forever Yorozuya', 'Welcome to the Ballroom', 'Ya Boy Kongming!', 'The Disastrous Life of Saiki K.', 'Interviews With Monster Girls', ""Mob Psycho 100 II: The Spirits and Such Consultation Office's First Company Outing ~A Healing Trip That Warms the Heart~"", 'Bungo Stray Dogs 2 - Walking Alone', 'Patema Inverted', 'Kakushigoto']","['https://cdn.myanimelist.net/images/anime/4/79468l.jpg', 'https://cdn.myanimelist.net/images/anime/10/51723l.jpg', 'https://cdn.myanimelist.net/images/anime/5/86739l.jpg', 'https://cdn.myanimelist.net/images/anime/1970/122297l.jpg', 'https://cdn.myanimelist.net/images/anime/11/80167l.jpg', 'https://cdn.myanimelist.net/images/anime/8/83417l.jpg', 'https://cdn.myanimelist.net/images/anime/1605/119301l.jpg', 'https://cdn.myanimelist.net/images/anime/9/87340l.jpg', 'https://cdn.myanimelist.net/images/anime/12/52415l.jpg', 'https://cdn.myanimelist.net/images/anime/1048/128385l.jpg']",32542
"[37450, 37999, 28851, 33206, 21667, 30276, 30831, 38000, 17549, 6547]","['Rascal Does Not Dream of Bunny Girl Senpai', 'Kaguya-sama: Love is War', 'A Silent Voice', ""Miss Kobayashi's Dragon Maid"", ""Non Non Biyori: We're Going to Okinawa"", 'One Punch Man', ""KonoSuba: God's Blessing on This Wonderful World!"", 'Demon Slayer: Kimetsu no Yaiba', 'Non Non Biyori', 'Angel Beats!']","['https://cdn.myanimelist.net/images/anime/1301/93586l.jpg', 'https://cdn.myanimelist.net/images/anime/1295/106551l.jpg', 'https://cdn.myanimelist.net/images/anime/1122/96435l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85434l.jpg', 'https://cdn.myanimelist.net/images/anime/7/63773l.jpg', 'https://cdn.myanimelist.net/images/anime/12/76049l.jpg', 'https://cdn.myanimelist.net/images/anime/8/77831l.jpg', 'https://cdn.myanimelist.net/images/anime/1286/99889l.jpg', 'https://cdn.myanimelist.net/images/anime/2/51581l.jpg', 'https://cdn.myanimelist.net/images/anime/1244/111115l.jpg']",32547
"[5114, 1535, 38000, 31964, 34284, 34350, 34349, 34338, 34300, 34148]","['Fullmetal Alchemist: Brotherhood', 'Death Note', 'Demon Slayer: Kimetsu no Yaiba', 'My Hero Academia', 'Yuki Yuna is a Hero: The Washio Sumi Chapter', 'Alice & Zoroku', 'Ace of Diamond: Second Season OVA', 'Lost Song', 'Full-Time Magister', 'Nyanko Days']","['https://cdn.myanimelist.net/images/anime/1208/94745l.jpg', 'https://cdn.myanimelist.net/images/anime/1079/138100l.jpg', 'https://cdn.myanimelist.net/images/anime/1286/99889l.jpg', 'https://cdn.myanimelist.net/images/anime/10/78745l.jpg', 'https://cdn.myanimelist.net/images/anime/7/83012l.jpg', 'https://cdn.myanimelist.net/images/anime/2/84598l.jpg', 'https://cdn.myanimelist.net/images/anime/12/83218l.jpg', 'https://cdn.myanimelist.net/images/anime/1494/91963l.jpg', 'https://cdn.myanimelist.net/images/anime/9/83819l.jpg', 'https://cdn.myanimelist.net/images/anime/10/83933l.jpg']",32551
"[14813, 48926, 37450, 32281, 5114, 14741, 34933, 22199, 40938, 22319]","['My Teen Romantic Comedy SNAFU', ""Komi Can't Communicate"", 'Rascal Does Not Dream of Bunny Girl Senpai', 'Your Name.', 'Fullmetal Alchemist: Brotherhood', 'Love, Chunibyo & Other Delusions!', 'Kakegurui', 'Akame ga Kill!', 'Higehiro: After Being Rejected, I Shaved and Took in a High School Runaway', 'Tokyo Ghoul']","['https://cdn.myanimelist.net/images/anime/1786/120117l.jpg', 'https://cdn.myanimelist.net/images/anime/1899/117237l.jpg', 'https://cdn.myanimelist.net/images/anime/1301/93586l.jpg', 'https://cdn.myanimelist.net/images/anime/5/87048l.jpg', 'https://cdn.myanimelist.net/images/anime/1208/94745l.jpg', 'https://cdn.myanimelist.net/images/anime/12/46931l.jpg', 'https://cdn.myanimelist.net/images/anime/3/86578l.jpg', 'https://cdn.myanimelist.net/images/anime/1429/95946l.jpg', 'https://cdn.myanimelist.net/images/anime/1146/113477l.jpg', 'https://cdn.myanimelist.net/images/anime/1498/134443l.jpg']",32553
"[1, 34104, 34148, 34161, 34176, 34177, 34209, 34213, 34102, 34257]","['Cowboy Bebop', ""Knight's & Magic"", 'Nyanko Days', 'Overlord: The Undead King', 'Grimoire of Zero', ""Angel's 3Piece!"", 'Meiji Tokyo Renka', 'Tawawa on Monday', 'Sagrada Reset', 'THE IDOLM@STER CINDERELLA GIRLS Theater']","['https://cdn.myanimelist.net/images/anime/4/19644l.jpg', 'https://cdn.myanimelist.net/images/anime/1472/93813l.jpg', 'https://cdn.myanimelist.net/images/anime/10/83933l.jpg', 'https://cdn.myanimelist.net/images/anime/12/87759l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85224l.jpg', 'https://cdn.myanimelist.net/images/anime/8/86831l.jpg', 'https://cdn.myanimelist.net/images/anime/1205/96175l.jpg', 'https://cdn.myanimelist.net/images/anime/13/83576l.jpg', 'https://cdn.myanimelist.net/images/anime/5/87743l.jpg', 'https://cdn.myanimelist.net/images/anime/10/89786l.jpg']",32566
"[1, 34104, 34148, 34161, 34176, 34177, 34209, 34213, 34102, 34257]","['Cowboy Bebop', ""Knight's & Magic"", 'Nyanko Days', 'Overlord: The Undead King', 'Grimoire of Zero', ""Angel's 3Piece!"", 'Meiji Tokyo Renka', 'Tawawa on Monday', 'Sagrada Reset', 'THE IDOLM@STER CINDERELLA GIRLS Theater']","['https://cdn.myanimelist.net/images/anime/4/19644l.jpg', 'https://cdn.myanimelist.net/images/anime/1472/93813l.jpg', 'https://cdn.myanimelist.net/images/anime/10/83933l.jpg', 'https://cdn.myanimelist.net/images/anime/12/87759l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85224l.jpg', 'https://cdn.myanimelist.net/images/anime/8/86831l.jpg', 'https://cdn.myanimelist.net/images/anime/1205/96175l.jpg', 'https://cdn.myanimelist.net/images/anime/13/83576l.jpg', 'https://cdn.myanimelist.net/images/anime/5/87743l.jpg', 'https://cdn.myanimelist.net/images/anime/10/89786l.jpg']",32574
"[28121, 32281, 15809, 31964, 33206, 9989, 37999, 30831, 32607, 28999]","['Is It Wrong to Try to Pick Up Girls in a Dungeon?', 'Your Name.', 'The Devil is a Part-Timer!', 'My Hero Academia', ""Miss Kobayashi's Dragon Maid"", 'Anohana: The Flower We Saw That Day', 'Kaguya-sama: Love is War', ""KonoSuba: God's Blessing on This Wonderful World!"", 'Girlish Number', 'Charlotte']","['https://cdn.myanimelist.net/images/anime/2/70187l.jpg', 'https://cdn.myanimelist.net/images/anime/5/87048l.jpg', 'https://cdn.myanimelist.net/images/anime/3/50177l.jpg', 'https://cdn.myanimelist.net/images/anime/10/78745l.jpg', 'https://cdn.myanimelist.net/images/anime/5/85434l.jpg', 'https://cdn.myanimelist.net/images/anime/5/79697l.jpg', 'https://cdn.myanimelist.net/images/anime/1295/106551l.jpg', 'https://cdn.myanimelist.net/images/anime/8/77831l.jpg', 'https://cdn.myanimelist.net/images/anime/3/82291l.jpg', 'https://cdn.myanimelist.net/images/anime/12/74683l.jpg']",32607
